"District","School","Subject","Year","Proficiency"
"Iredell-Statesville Schools","Woodland Heights Middle","Science Grade 5&8","2023%",85.2
"Iredell-Statesville Schools","ISS Virtual Academy","Biology","2018%",NA
"Iredell-Statesville Schools","ISS Virtual Academy","Biology","2019%",NA
"Iredell-Statesville Schools","ISS Virtual Academy","Biology","2022%",38.1
"Iredell-Statesville Schools","ISS Virtual Academy","Biology","2023%",33.3
"Iredell-Statesville Schools","ISS Virtual Academy","English II","2018%",NA
"Iredell-Statesville Schools","ISS Virtual Academy","English II","2019%",NA
"Iredell-Statesville Schools","ISS Virtual Academy","English II","2022%",35.3
"Iredell-Statesville Schools","ISS Virtual Academy","English II","2023%",35.7
"Iredell-Statesville Schools","ISS Virtual Academy","Math Grade 3-8","2018%",NA
"Iredell-Statesville Schools","ISS Virtual Academy","Math Grade 3-8","2019%",NA
"Iredell-Statesville Schools","ISS Virtual Academy","Math Grade 3-8","2022%",49.3
"Iredell-Statesville Schools","ISS Virtual Academy","Math Grade 3-8","2023%",50
"Iredell-Statesville Schools","ISS Virtual Academy","Reading Grade 3-8","2018%",NA
"Iredell-Statesville Schools","ISS Virtual Academy","Reading Grade 3-8","2019%",NA
"Iredell-Statesville Schools","ISS Virtual Academy","Reading Grade 3-8","2022%",60.8
"Iredell-Statesville Schools","ISS Virtual Academy","Reading Grade 3-8","2023%",51.8
"Iredell-Statesville Schools","ISS Virtual Academy","Science Grade 5&8","2018%",NA
"Iredell-Statesville Schools","ISS Virtual Academy","Science Grade 5&8","2019%",NA
"Iredell-Statesville Schools","ISS Virtual Academy","Science Grade 5&8","2022%",63
"Iredell-Statesville Schools","ISS Virtual Academy","Science Grade 5&8","2023%",52.4
"Iredell-Statesville Schools","The Brawley School","Math Grade 3-8","2018%",NA
"Iredell-Statesville Schools","The Brawley School","Math Grade 3-8","2019%",NA
"Iredell-Statesville Schools","The Brawley School","Math Grade 3-8","2022%",93.9
"Iredell-Statesville Schools","The Brawley School","Math Grade 3-8","2023%",91.9
"Iredell-Statesville Schools","The Brawley School","Reading Grade 3-8","2018%",NA
"Iredell-Statesville Schools","The Brawley School","Reading Grade 3-8","2019%",NA
"Iredell-Statesville Schools","The Brawley School","Reading Grade 3-8","2022%",85.5
"Iredell-Statesville Schools","The Brawley School","Reading Grade 3-8","2023%",81.3
"Iredell-Statesville Schools","The Brawley School","Science Grade 5&8","2018%",NA
"Iredell-Statesville Schools","The Brawley School","Science Grade 5&8","2019%",NA
"Iredell-Statesville Schools","The Brawley School","Science Grade 5&8","2022%",97.5
"Iredell-Statesville Schools","The Brawley School","Science Grade 5&8","2023%",97.5
"Iredell-Statesville Schools","Oakwood Middle IB School","Math Grade 3-8","2018%",NA
"Iredell-Statesville Schools","Oakwood Middle IB School","Math Grade 3-8","2019%",NA
"Iredell-Statesville Schools","Oakwood Middle IB School","Math Grade 3-8","2022%",89.3
"Iredell-Statesville Schools","Oakwood Middle IB School","Math Grade 3-8","2023%",84.3
"Iredell-Statesville Schools","Oakwood Middle IB School","Reading Grade 3-8","2018%",NA
"Iredell-Statesville Schools","Oakwood Middle IB School","Reading Grade 3-8","2019%",NA
"Iredell-Statesville Schools","Oakwood Middle IB School","Reading Grade 3-8","2022%",84.2
"Iredell-Statesville Schools","Oakwood Middle IB School","Reading Grade 3-8","2023%",79.3
"Iredell-Statesville Schools","Oakwood Middle IB School","Science Grade 5&8","2018%",NA
"Iredell-Statesville Schools","Oakwood Middle IB School","Science Grade 5&8","2019%",NA
"Iredell-Statesville Schools","Oakwood Middle IB School","Science Grade 5&8","2022%",97.5
"Iredell-Statesville Schools","Oakwood Middle IB School","Science Grade 5&8","2023%",97.5
"Iredell-Statesville Schools","Third Creek Middle","Math Grade 3-8","2018%",NA
"Iredell-Statesville Schools","Third Creek Middle","Math Grade 3-8","2019%",NA
"Iredell-Statesville Schools","Third Creek Middle","Math Grade 3-8","2022%",10.8
"Iredell-Statesville Schools","Third Creek Middle","Math Grade 3-8","2023%",16.8
"Iredell-Statesville Schools","Third Creek Middle","Reading Grade 3-8","2018%",NA
"Iredell-Statesville Schools","Third Creek Middle","Reading Grade 3-8","2019%",NA
"Iredell-Statesville Schools","Third Creek Middle","Reading Grade 3-8","2022%",20.9
"Iredell-Statesville Schools","Third Creek Middle","Reading Grade 3-8","2023%",18.3
"Iredell-Statesville Schools","Third Creek Middle","Science Grade 5&8","2018%",NA
"Iredell-Statesville Schools","Third Creek Middle","Science Grade 5&8","2019%",NA
"Iredell-Statesville Schools","Third Creek Middle","Science Grade 5&8","2022%",44.5
"Iredell-Statesville Schools","Third Creek Middle","Science Grade 5&8","2023%",30
"Jackson County Schools","Jackson Community School","Biology","2018%",NA
"Jackson County Schools","Jackson Community School","Biology","2019%",NA
"Jackson County Schools","Jackson Community School","Biology","2022%",2.5
"Jackson County Schools","Jackson Community School","Biology","2023%",2.5
"Jackson County Schools","Jackson Community School","English II","2018%",NA
"Jackson County Schools","Jackson Community School","English II","2019%",NA
"Jackson County Schools","Jackson Community School","English II","2022%",15.8
"Jackson County Schools","Jackson Community School","English II","2023%",33.3
"Charter Schools","Summit Charter","Biology","2018%",NA
"Charter Schools","Summit Charter","Biology","2019%",NA
"Charter Schools","Summit Charter","Biology","2022%",22.2
"Charter Schools","Summit Charter","Biology","2023%",50
"Charter Schools","Summit Charter","English II","2018%",NA
"Charter Schools","Summit Charter","English II","2019%",NA
"Charter Schools","Summit Charter","English II","2022%",52.9
"Charter Schools","Summit Charter","English II","2023%",43.8
"Johnston County Schools","Choice Plus Academy","English II","2018%",NA
"Johnston County Schools","Choice Plus Academy","English II","2019%",NA
"Johnston County Schools","Choice Plus Academy","English II","2022%",2.5
"Johnston County Schools","Choice Plus Academy","English II","2023%",12.1
"Johnston County Schools","Choice Plus Academy","Math Grade 3-8","2018%",NA
"Johnston County Schools","Choice Plus Academy","Math Grade 3-8","2019%",NA
"Johnston County Schools","Choice Plus Academy","Math Grade 3-8","2022%",2.5
"Johnston County Schools","Choice Plus Academy","Math Grade 3-8","2023%",2.5
"Johnston County Schools","Choice Plus Academy","Reading Grade 3-8","2018%",NA
"Johnston County Schools","Choice Plus Academy","Reading Grade 3-8","2019%",NA
"Johnston County Schools","Choice Plus Academy","Reading Grade 3-8","2022%",14.6
"Johnston County Schools","Choice Plus Academy","Reading Grade 3-8","2023%",10.9
"Johnston County Schools","Choice Plus Academy","Science Grade 5&8","2018%",NA
"Johnston County Schools","Choice Plus Academy","Science Grade 5&8","2019%",NA
"Johnston County Schools","Choice Plus Academy","Science Grade 5&8","2022%",38.1
"Johnston County Schools","Choice Plus Academy","Science Grade 5&8","2023%",23.1
"Johnston County Schools","JCPS Virtual Academy","Biology","2018%",NA
"Johnston County Schools","JCPS Virtual Academy","Biology","2019%",NA
"Johnston County Schools","JCPS Virtual Academy","Biology","2022%",28.1
"Johnston County Schools","JCPS Virtual Academy","Biology","2023%",23.4
"Johnston County Schools","JCPS Virtual Academy","English II","2018%",NA
"Johnston County Schools","JCPS Virtual Academy","English II","2019%",NA
"Johnston County Schools","JCPS Virtual Academy","English II","2022%",45.7
"Johnston County Schools","JCPS Virtual Academy","English II","2023%",37.5
"Johnston County Schools","JCPS Virtual Academy","Math Grade 3-8","2018%",NA
"Johnston County Schools","JCPS Virtual Academy","Math Grade 3-8","2019%",NA
"Johnston County Schools","JCPS Virtual Academy","Math Grade 3-8","2022%",22.4
"Johnston County Schools","JCPS Virtual Academy","Math Grade 3-8","2023%",35.4
"Johnston County Schools","JCPS Virtual Academy","Reading Grade 3-8","2018%",NA
"Johnston County Schools","JCPS Virtual Academy","Reading Grade 3-8","2019%",NA
"Johnston County Schools","JCPS Virtual Academy","Reading Grade 3-8","2022%",45
"Johnston County Schools","JCPS Virtual Academy","Reading Grade 3-8","2023%",52.7
"Johnston County Schools","JCPS Virtual Academy","Science Grade 5&8","2018%",NA
"Johnston County Schools","JCPS Virtual Academy","Science Grade 5&8","2019%",NA
"Johnston County Schools","JCPS Virtual Academy","Science Grade 5&8","2022%",48.1
"Johnston County Schools","JCPS Virtual Academy","Science Grade 5&8","2023%",55.1
"Johnston County Schools","The Innovation Academy at South Campus","Science Grade 5&8","2018%",NA
"Johnston County Schools","The Innovation Academy at South Campus","Science Grade 5&8","2019%",NA
"Johnston County Schools","The Innovation Academy at South Campus","Science Grade 5&8","2022%",91.6
"Johnston County Schools","The Innovation Academy at South Campus","Science Grade 5&8","2023%",91.7
"Johnston County Schools","Thanksgiving Elementary","Math Grade 3-8","2018%",NA
"Johnston County Schools","Thanksgiving Elementary","Math Grade 3-8","2019%",NA
"Johnston County Schools","Thanksgiving Elementary","Math Grade 3-8","2022%",62.1
"Johnston County Schools","Thanksgiving Elementary","Math Grade 3-8","2023%",66.1
"Johnston County Schools","Thanksgiving Elementary","Reading Grade 3-8","2018%",NA
"Johnston County Schools","Thanksgiving Elementary","Reading Grade 3-8","2019%",NA
"Johnston County Schools","Thanksgiving Elementary","Reading Grade 3-8","2022%",56.3
"Johnston County Schools","Thanksgiving Elementary","Reading Grade 3-8","2023%",57.2
"Johnston County Schools","Thanksgiving Elementary","Science Grade 5&8","2018%",NA
"Johnston County Schools","Thanksgiving Elementary","Science Grade 5&8","2019%",NA
"Johnston County Schools","Thanksgiving Elementary","Science Grade 5&8","2022%",83.8
"Johnston County Schools","Thanksgiving Elementary","Science Grade 5&8","2023%",84
"Johnston County Schools","Selma Elementary","Science Grade 5&8","2018%",NA
"Johnston County Schools","Selma Elementary","Science Grade 5&8","2019%",NA
"Johnston County Schools","Selma Elementary","Science Grade 5&8","2022%",49.6
"Johnston County Schools","Selma Elementary","Science Grade 5&8","2023%",42.5
"Jones County Schools","Jones Senior High School","Biology","2018%",NA
"Jones County Schools","Jones Senior High School","Biology","2019%",NA
"Jones County Schools","Jones Senior High School","Biology","2022%",36.3
"Jones County Schools","Jones Senior High School","Biology","2023%",51.9
"Jones County Schools","Jones Senior High School","English II","2018%",NA
"Jones County Schools","Jones Senior High School","English II","2019%",NA
"Jones County Schools","Jones Senior High School","English II","2022%",67.2
"Jones County Schools","Jones Senior High School","English II","2023%",73.2
"Jones County Schools","Jones Senior High School","Math Grade 3-8","2018%",NA
"Jones County Schools","Jones Senior High School","Math Grade 3-8","2019%",NA
"Jones County Schools","Jones Senior High School","Math Grade 3-8","2022%",38.8
"Jones County Schools","Jones Senior High School","Math Grade 3-8","2023%",36.9
"Jones County Schools","Jones Senior High School","Reading Grade 3-8","2018%",NA
"Jones County Schools","Jones Senior High School","Reading Grade 3-8","2019%",NA
"Jones County Schools","Jones Senior High School","Reading Grade 3-8","2022%",42.7
"Jones County Schools","Jones Senior High School","Reading Grade 3-8","2023%",44
"Jones County Schools","Jones Senior High School","Science Grade 5&8","2018%",NA
"Jones County Schools","Jones Senior High School","Science Grade 5&8","2019%",NA
"Jones County Schools","Jones Senior High School","Science Grade 5&8","2022%",74.3
"Jones County Schools","Jones Senior High School","Science Grade 5&8","2023%",78.3
"Lee County Schools","WB Wicker Elementary","Math Grade 3-8","2018%",NA
"Lee County Schools","WB Wicker Elementary","Math Grade 3-8","2019%",NA
"Lee County Schools","WB Wicker Elementary","Math Grade 3-8","2022%",42.4
"Lee County Schools","WB Wicker Elementary","Math Grade 3-8","2023%",44.2
"Lee County Schools","WB Wicker Elementary","Reading Grade 3-8","2018%",NA
"Lee County Schools","WB Wicker Elementary","Reading Grade 3-8","2019%",NA
"Lee County Schools","WB Wicker Elementary","Reading Grade 3-8","2022%",29.5
"Lee County Schools","WB Wicker Elementary","Reading Grade 3-8","2023%",44.2
"Lee County Schools","WB Wicker Elementary","Science Grade 5&8","2018%",NA
"Lee County Schools","WB Wicker Elementary","Science Grade 5&8","2019%",NA
"Lee County Schools","WB Wicker Elementary","Science Grade 5&8","2022%",40.9
"Lee County Schools","WB Wicker Elementary","Science Grade 5&8","2023%",39.4
"Charter Schools","Ascend Leadership Academy Lee County","Biology","2018%",NA
"Charter Schools","Ascend Leadership Academy Lee County","Biology","2019%",NA
"Charter Schools","Ascend Leadership Academy Lee County","Biology","2022%",47.5
"Charter Schools","Ascend Leadership Academy Lee County","Biology","2023%",60.4
"Charter Schools","Ascend Leadership Academy Lee County","English II","2018%",NA
"Charter Schools","Ascend Leadership Academy Lee County","English II","2019%",NA
"Charter Schools","Ascend Leadership Academy Lee County","English II","2022%",61.3
"Charter Schools","Ascend Leadership Academy Lee County","English II","2023%",68.8
"Charter Schools","Ascend Leadership Academy Lee County","Science Grade 5&8","2018%",NA
"Charter Schools","Ascend Leadership Academy Lee County","Science Grade 5&8","2019%",NA
"Charter Schools","Ascend Leadership Academy Lee County","Science Grade 5&8","2022%",72.3
"Charter Schools","Ascend Leadership Academy Lee County","Science Grade 5&8","2023%",81
"Charter Schools","MINA Charter School of Lee County","Math Grade 3-8","2018%",NA
"Charter Schools","MINA Charter School of Lee County","Math Grade 3-8","2019%",NA
"Charter Schools","MINA Charter School of Lee County","Math Grade 3-8","2022%",22.4
"Charter Schools","MINA Charter School of Lee County","Math Grade 3-8","2023%",32.4
"Charter Schools","MINA Charter School of Lee County","Reading Grade 3-8","2018%",NA
"Charter Schools","MINA Charter School of Lee County","Reading Grade 3-8","2019%",NA
"Charter Schools","MINA Charter School of Lee County","Reading Grade 3-8","2022%",32.9
"Charter Schools","MINA Charter School of Lee County","Reading Grade 3-8","2023%",37.6
"Charter Schools","MINA Charter School of Lee County","Science Grade 5&8","2018%",NA
"Charter Schools","MINA Charter School of Lee County","Science Grade 5&8","2019%",NA
"Charter Schools","MINA Charter School of Lee County","Science Grade 5&8","2022%",27.3
"Charter Schools","MINA Charter School of Lee County","Science Grade 5&8","2023%",27.9
"Lenoir County Public Schools","Lenoir County Early College High","Biology","2018%",NA
"Lenoir County Public Schools","Lenoir County Early College High","Biology","2019%",NA
